,title,sub_title,brand,color_breif,fullPrice,currentPrice,country,availability,publish_date,created_date,discount_amount,asof_date
130,NikeCourt Air Zoom Vapor Pro 2,Men's Clay Tennis Shoes,Nike,Phantom/Gridiron/Bright Cactus/Mineral Teal,114.95,114.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-06T06:30:57.865Z,0.0,2023-04-17
131,Nike Air Pegasus '89,Men's Shoes,Nike Sportswear,Wolf Grey/Team Red/White/Wolf Grey,109.95,65.97,GB,True,2023-02-01T08:00:00.000Z,2023-04-11T14:48:04.308Z,43.980000000000004,2023-04-17
132,Nike SB Dunk Low x Run The Jewels,Men's Shoes,Nike,Deep Royal Blue/Blue Chill/Active Pink,114.95,114.95,GB,True,2023-04-11T11:36:00.000Z,2023-04-16T08:19:51.295Z,0.0,2023-04-17
133,Nike Savaleos,Weightlifting Shoe,Nike,Grey Fog/Dark Smoke Grey/Total Orange/Clear Emerald,114.95,103.47,GB,True,2022-08-01T07:00:00.000Z,2023-04-13T14:24:23.290Z,11.480000000000004,2023-04-17
134,Nike Zoom Mercurial Superfly 9 Elite FG,Firm-Ground Football Boot,Nike,Black/Summit White/Volt/Dark Smoke Grey,249.95,249.95,GB,True,2022-07-11T07:00:00.000Z,2023-04-13T13:49:04.414Z,0.0,2023-04-17
135,Nike Benassi JDI,Men's Slide,Nike Sportswear,Midnight Navy/Windchill,29.95,21.47,GB,True,2017-10-01T10:00:00.000Z,2023-04-12T13:09:36.373Z,8.48,2023-04-17
136,Nike Air Flight 89,Men's Shoes,Nike Sportswear,Black/White,114.95,114.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-17T14:11:21.737Z,0.0,2023-04-17
137,Air Jordan 1 Hi FlyEase,Men's Shoes,Jordan,Black/White/Fire Red,164.95,164.95,GB,True,2023-01-02T08:30:00.000Z,2023-04-06T05:37:16.773Z,0.0,2023-04-17
138,NikeCourt Air Zoom Pro,Men's Clay Court Tennis Shoes,Nike,Black/White,99.95,74.97,GB,True,2023-01-16T08:00:00.000Z,2023-04-17T18:12:52.654Z,24.980000000000004,2023-04-17
139,Nike Phantom GT2 Academy FlyEase MG,Easy On/Off Multi-Ground Football Boot,Nike,Baltic Blue/White/Laser Blue/Hot Punch,72.95,72.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:59:33.257Z,0.0,2023-04-17
140,NikeCourt Vapor Lite,Men's Clay Court Tennis Shoe,Nike,Black/White,64.95,64.95,GB,True,2021-06-24T10:12:00.000Z,2023-04-13T13:41:50.729Z,0.0,2023-04-17
141,Nike Mercurial Superfly 8 Club IC,Indoor/Court Football Shoe,Nike,Black/Iron Grey/Black,64.95,42.47,GB,True,2022-08-01T10:27:00.000Z,2023-04-06T05:39:50.873Z,22.480000000000004,2023-04-17
142,Nike Air Force 1 '07 LV8,Men's Shoes,Nike Sportswear,White/White/Black,114.95,114.95,GB,True,2022-10-05T07:00:00.000Z,2023-04-06T06:23:54.288Z,0.0,2023-04-17
143,Nike Air Max 95 By You,Custom Men's Shoe,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,179.95,179.95,GB,True,2022-06-07T16:00:00.000Z,2023-04-06T06:04:53.089Z,0.0,2023-04-17
144,Nike Waffle Debut,Men's Shoes,Nike Sportswear,Black/Orange/Clear/White,69.95,38.97,GB,True,2022-05-16T10:00:00.000Z,2023-04-17T18:10:32.672Z,30.980000000000004,2023-04-17
145,Nike Air Max TW,Men's Shoes,Nike Sportswear,Black/Anthracite/Black/Black,144.95,144.95,GB,True,2022-12-19T08:00:00.000Z,2023-04-16T10:15:59.541Z,0.0,2023-04-17
146,Nike Dunk Low Retro,Men's Shoes,Nike Sportswear,Black/White/University Red,99.95,99.95,GB,True,2022-12-06T01:00:00.000Z,2023-04-06T06:51:40.773Z,0.0,2023-04-17
147,Nike Air Monarch IV,Men's Training Shoe,Nike,Black/Black,54.95,43.97,GB,True,2021-01-01T15:14:00.000Z,2023-04-17T09:23:09.224Z,10.980000000000004,2023-04-17
148,Nike Air Max 95,Men's Shoes,Nike Sportswear,Black/Medium Ash/White,164.95,164.95,GB,True,2022-11-15T08:00:00.000Z,2023-04-13T16:12:42.947Z,0.0,2023-04-17
149,Nike Air Max 270,Men's Shoes,Nike Sportswear,Black/White/Solar Red/Anthracite,144.95,144.95,GB,True,2018-03-02T08:00:00.000Z,2023-04-13T15:56:54.916Z,0.0,2023-04-17
150,Air Jordan I High G,Men's Golf Shoes,Jordan,White/Black,144.95,144.95,GB,True,2023-01-01T08:00:00.000Z,2023-04-15T07:58:31.540Z,0.0,2023-04-17
151,Nike Air Max Plus,Men's Shoe,Nike Sportswear,Black/Black/Black,169.95,169.95,GB,True,2022-09-23T07:00:00.000Z,2023-04-13T15:43:22.927Z,0.0,2023-04-17
152,Air Jordan 1 Mid,Men's Shoes,Jordan,Cement Grey/True Blue/White,114.95,114.95,GB,True,2023-01-17T08:00:00.000Z,2023-04-16T12:43:46.950Z,0.0,2023-04-17
153,Air Jordan 6 Retro,Shoes,Jordan,White/Midnight Navy,169.95,169.95,GB,True,2023-03-01T08:00:00.000Z,2023-04-15T07:46:28.769Z,0.0,2023-04-17
154,Nike Air Max 90,Men's Shoes,Nike Sportswear,Black/Chlorophyll/Black,134.95,134.95,GB,True,2022-12-26T08:00:00.000Z,2023-04-17T17:52:56.466Z,0.0,2023-04-17
155,Nike Air Max 97,Men's Shoes,Nike Sportswear,Black/Smoke Grey/Dark Marina Blue,164.95,131.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T11:13:22.929Z,32.97999999999999,2023-04-17
156,Air Jordan 1 Low G,Golf Shoes,Jordan,White/Noble Green/Pollen/Black,114.95,114.95,GB,True,2023-02-03T08:00:00.000Z,2023-04-15T07:52:15.265Z,0.0,2023-04-17
157,Nike Court Vision Low Next Nature,Men's Shoes,Nike Sportswear,Black/Black/White,69.95,45.47,GB,True,2022-11-01T08:00:00.000Z,2023-04-17T18:19:12.372Z,24.480000000000004,2023-04-17
158,Nike Air VaporMax Plus,Men's Shoes,Nike Sportswear,White/Pure Platinum/White,202.95,202.95,GB,True,2022-08-01T10:30:00.000Z,2023-04-13T15:56:48.344Z,0.0,2023-04-17
159,Air Jordan 1 Low SE Craft,Men's Shoes,Jordan,Taupe Haze/Celestial Gold/Fossil Stone/Mint Foam,114.95,114.95,GB,True,2023-01-23T15:00:00.000Z,2023-04-15T18:28:05.579Z,0.0,2023-04-17
160,Nike Air Force 1 '07,Men's Shoes,Nike Sportswear,White/Cool Grey/Black,114.95,114.95,GB,True,2022-12-30T08:00:00.000Z,2023-04-17T17:51:51.727Z,0.0,2023-04-17
161,Nike Air Force 1 '07,Men's Shoes,Nike Sportswear,White/Light Iron Ore/Sand Drift/Pure Platinum,114.95,114.95,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T06:56:20.765Z,0.0,2023-04-17
162,Nike Waffle Trainer 2,Men's Shoes,Nike Sportswear,White/Sail/Summit White/Black,84.95,46.97,GB,True,2022-08-01T07:00:00.000Z,2023-04-06T22:22:16.484Z,37.980000000000004,2023-04-17
163,Nike Wearallday,Men's Shoe,Nike Sportswear,Black/White,69.95,38.97,GB,True,2020-06-30T22:00:00.000Z,2023-04-12T14:32:19.515Z,30.980000000000004,2023-04-17
164,Nike Air Max SYSTM,Men's Shoes,Nike Sportswear,Black/Anthracite/Summit White/Team Red,89.95,49.47,GB,True,2022-10-17T07:00:00.000Z,2023-04-14T23:23:24.440Z,40.480000000000004,2023-04-17
165,Nike Air Max 90,Men's Shoe,Nike Sportswear,White/White/Wolf Grey/White,134.95,134.95,GB,True,2021-01-01T07:06:00.000Z,2023-04-13T14:49:37.175Z,0.0,2023-04-17
166,Nike Alphafly 2,Men's Road Racing Shoes,Nike,Hyper Pink/Laser Orange/White/Black,279.95,279.95,GB,True,2023-02-16T08:00:00.000Z,2023-04-06T06:12:30.821Z,0.0,2023-04-17
167,Nike Air Max Excee,Men's Shoe,Nike Sportswear,Black/Dark Grey/White,109.95,65.97,GB,True,2022-08-01T07:00:00.000Z,2023-04-13T18:23:30.511Z,43.980000000000004,2023-04-17
168,Nike Victori One Next Nature,Men's Slides,Nike Sportswear,Black/Anthracite/Safety Orange,37.95,37.95,GB,True,2023-01-17T08:00:00.000Z,2023-04-06T06:08:36.377Z,0.0,2023-04-17
169,Nike Air Max 90,Men's Shoes,Nike Sportswear,Rattan/Cacao Wow/Cargo Khaki/Copa,144.95,144.95,GB,True,2022-11-28T08:00:00.000Z,2023-04-13T16:19:49.911Z,0.0,2023-04-17
170,Nike Dunk Low,Men's Shoes,Nike Sportswear,White/Cool Grey/Light Iron Ore/Black,109.95,109.95,GB,True,2022-12-20T14:26:00.000Z,2023-04-15T05:26:24.340Z,0.0,2023-04-17
171,Nike Zoom Rival,Athletics Jumping Spikes,Nike,Black/Dark Smoke Grey/Light Smoke Grey/Metallic Silver,69.95,69.95,GB,True,2023-03-21T08:36:00.000Z,2023-04-06T06:26:33.164Z,0.0,2023-04-17
172,Nike Air Zoom G.T. Cut 2,Basketball Shoes,Nike,Black/Off-Noir/Racer Blue/Black,164.95,164.95,GB,True,2022-11-01T08:00:00.000Z,2023-04-16T18:28:35.412Z,0.0,2023-04-17
173,Jordan Delta 3 Low,Men's Shoes,Jordan,Pure Platinum/Black/Infrared 23,124.95,124.95,GB,True,2023-02-01T08:00:00.000Z,2023-04-17T18:19:32.332Z,0.0,2023-04-17
174,Jordan ADG 4 NRG,Men's Golf Shoes,Nike,Grey Fog/Cement Grey/Burnt Sunrise/White,199.95,199.95,GB,True,2022-11-11T08:00:00.000Z,2023-04-15T08:05:13.258Z,0.0,2023-04-17
175,Nike Tempo,Men's Road Running Shoes,Nike,Hyper Pink/Laser Orange/White/Black,189.95,189.95,GB,True,2023-02-16T08:00:00.000Z,2023-04-16T15:23:20.326Z,0.0,2023-04-17
176,Nike Air Trainer 1,Men's Shoes,Nike Sportswear,Hay/Taupe/Varsity Red/Baroque Brown,114.95,114.95,GB,True,2022-10-27T10:08:00.000Z,2023-04-15T07:45:04.616Z,0.0,2023-04-17
177,Giannis Immortality,Basketball Shoes,Nike,Arctic Orange/Light Marine/Light Madder Root/Medium Blue,74.95,54.97,GB,True,2023-02-01T08:17:00.000Z,2023-04-07T15:16:18.472Z,19.980000000000004,2023-04-17
178,Nike SuperRep Go,Men's Training Shoe,Nike,Black/Dark Smoke Grey/White,89.95,49.47,GB,True,2022-08-01T07:00:00.000Z,2023-04-06T05:36:24.071Z,40.480000000000004,2023-04-17
179,Roshe G Next Nature,Men's Golf Shoes,Nike,Light Smoke Grey/Hot Punch/Black,89.95,89.95,GB,True,2023-04-06T07:00:00.000Z,2023-04-06T11:25:43.225Z,0.0,2023-04-17
180,Nike Air Max Plus 3,Men's Shoes,Nike Sportswear,Black/Dark Smoke Grey,169.95,169.95,GB,True,2022-09-01T07:00:00.000Z,2023-04-13T15:02:53.867Z,0.0,2023-04-17
181,Nike Pegasus 40,Men's Road Running Shoes (Extra Wide),Nike,White/Light Orewood Brown/Phantom/Obsidian,114.95,114.95,GB,True,2023-03-31T07:00:00.000Z,2023-04-16T08:39:06.886Z,0.0,2023-04-17
182,NikeCourt Air Zoom NXT,Men's Hard Court Tennis Shoes,Nike,White/Picante Red/Fuchsia Dream/Black,144.95,101.47,GB,True,2023-01-06T08:00:00.000Z,2023-04-17T18:11:59.675Z,43.47999999999999,2023-04-17
183,Nike Air Max Plus,Men's Shoes,Nike Sportswear,Black/University Red/White,169.95,169.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T10:52:15.619Z,0.0,2023-04-17
184,Nike Air Force 1 High Unlocked By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour,164.95,164.95,GB,True,2022-08-30T16:00:00.000Z,2023-04-06T06:31:35.388Z,0.0,2023-04-17
185,Air Jordan 12 Retro x Eastside Golf,Men's Shoes,Jordan,Muslin/Burnt Sunrise/Black,202.95,202.95,GB,True,2022-11-12T09:06:00.000Z,2023-04-06T06:30:50.219Z,0.0,2023-04-17
186,Nike Air Pegasus '89,Men's Shoes,Nike Sportswear,Swan/Rose Coral/Black/Medium Grey,109.95,76.97,GB,True,2023-01-26T08:00:00.000Z,2023-04-09T04:57:24.390Z,32.980000000000004,2023-04-17
187,Nike Zoom Mercurial Vapor 15 Pro FG,Firm-Ground Football Boot,Nike,Metallic Copper/Metallic Copper,134.95,134.95,GB,True,2022-11-17T08:00:00.000Z,2023-04-06T06:27:35.134Z,0.0,2023-04-17
188,Nike Victori One,Men's Printed Slide,Nike Sportswear,Black/Black/White,29.95,27.47,GB,True,2022-05-20T07:00:00.000Z,2023-04-17T17:52:58.035Z,2.4800000000000004,2023-04-17
189,Nike Streakfly,Road Racing Shoes,Nike,Hyper Pink/Laser Orange/Black,144.95,144.95,GB,True,2023-02-16T08:00:00.000Z,2023-04-10T15:32:12.336Z,0.0,2023-04-17
190,Nike Cosmic Unity 2,Basketball Shoes,Nike,Coconut Milk/Summit White/University Red/Team Red,144.95,144.95,GB,True,2023-02-23T08:00:00.000Z,2023-04-14T18:53:41.562Z,0.0,2023-04-17
191,Nike Quest 5,Men's Road Running Shoes,Nike,Black/Smoke Grey/Dark Smoke Grey/White,72.95,72.95,GB,True,2022-06-30T07:00:00.000Z,2023-04-15T18:22:22.201Z,0.0,2023-04-17
192,Nike Victori One,Men's Shower Slide,Nike Sportswear,Game Royal/Game Royal/White,22.95,20.97,GB,True,2020-07-20T22:00:00.000Z,2023-04-17T18:00:18.577Z,1.9800000000000004,2023-04-17
193,Nike Air Zoom Flight 95,Men's Shoes,Nike Sportswear,White/Black/Football Grey/Multi-Colour,164.95,164.95,GB,True,2023-02-09T10:44:00.000Z,2023-04-12T15:40:30.838Z,0.0,2023-04-17
194,Nike Air Force 1 High By You,Men's Custom Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour,144.95,144.95,GB,True,2022-10-03T16:00:00.000Z,2023-04-12T00:09:10.726Z,0.0,2023-04-17
195,Nike Air Penny 2,Men's Shoes,Nike Sportswear,White/Black/Sail/Photon Dust,169.95,169.95,GB,True,2023-04-14T07:00:00.000Z,2023-04-15T10:49:43.078Z,0.0,2023-04-17
196,Nike Air Max Plus III,Men's Shoes,Nike Sportswear,Black/Black/Wolf Grey,169.95,169.95,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T15:02:45.479Z,0.0,2023-04-17
197,Nike Air Force 1 Low SP x UNDERCOVER,Men's Shoes,NikeLab,Grey Fog/Black/University Gold/Grey Fog,144.95,144.95,GB,True,2022-10-06T09:53:00.000Z,2023-04-15T07:31:45.352Z,0.0,2023-04-17
198,Air Max 2013 x Stüssy,Men's Shoes,NikeLab,Black/Black/White,189.95,189.95,GB,True,2022-09-01T05:00:00.000Z,2023-04-06T06:14:07.924Z,0.0,2023-04-17
199,Nike Air Zoom LJ Elite,Athletics Jumping Spikes,Nike,White/Laser Orange/Hyper Pink/Black,114.95,114.95,GB,True,2023-01-20T08:00:00.000Z,2023-04-17T17:52:13.432Z,0.0,2023-04-17
200,Nike Pegasus Trail 4 GORE-TEX,Men's Waterproof Trail-Running Shoes,Nike,Noble Green/Pro Green/Sail/Picante Red,144.95,144.95,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T16:20:05.616Z,0.0,2023-04-17
201,Nike Tiempo Legend 9 Elite AG-Pro,Artificial-Ground Football Boot,Nike,Black/Summit White/Light Photo Blue/Dark Smoke Grey,214.95,214.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-11T20:39:39.503Z,0.0,2023-04-17
202,Nike Air Max Pulse,Men's Shoes,Nike Sportswear,Phantom/High Voltage/White,144.95,144.95,GB,True,2023-03-11T08:00:00.000Z,2023-04-06T06:25:55.904Z,0.0,2023-04-17
203,Nike Victori One,Men's Slide,Nike Sportswear,White/White/Black,29.95,25.47,GB,True,2020-09-30T22:00:00.000Z,2023-04-17T17:59:42.289Z,4.48,2023-04-17
204,Jordan Stay Loyal 2,Men's Shoes,Jordan,Black/White/Black/Hyper Royal,109.95,109.95,GB,True,2023-02-15T08:00:00.000Z,2023-04-13T14:15:05.540Z,0.0,2023-04-17
205,Nike Metcon 8 FlyEase,Men's Easy On/Off Training Shoes,Nike,Black/Dark Smoke Grey/Smoke Grey/White,124.95,124.95,GB,True,2022-08-30T07:00:00.000Z,2023-04-17T17:52:14.271Z,0.0,2023-04-17
206,Nike Phantom GX Academy AG,Artificial-Grass Football Boot,Nike,Baltic Blue/White/Laser Blue/Pink Blast,74.95,74.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:56:36.653Z,0.0,2023-04-17
207,Nike Renew Retaliation 4,Men's Training Shoes,Nike,Black/Dark Smoke Grey/Smoke Grey/White,69.95,48.97,GB,True,2022-05-01T10:00:00.000Z,2023-04-14T04:58:04.803Z,20.980000000000004,2023-04-17
208,Jordan Point Lane,Men's Shoes,Jordan,White/Pollen/Armoury Navy/Rift Blue,124.95,124.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-13T12:24:58.177Z,0.0,2023-04-17
209,Nike Winflo 9 Premium,Men's Road Running Shoes,Nike,Coconut Milk/Sand Drift/Racer Blue/Stadium Green,94.95,94.95,GB,True,2023-02-02T08:00:00.000Z,2023-04-17T14:10:41.051Z,0.0,2023-04-17
210,Nike Zoom Mercurial Superfly 9 Elite FG By You,Custom Firm-Ground Football Boot,NIKEiD,Multi-Colour/Multi-Colour,279.95,279.95,GB,True,2022-09-20T16:00:00.000Z,2023-04-06T06:32:53.634Z,0.0,2023-04-17
211,Nike Blazer Mid '77 Unlocked By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour,134.95,134.95,GB,True,2023-03-15T16:00:00.000Z,2023-04-06T06:57:30.287Z,0.0,2023-04-17
212,Nike Gripknit Phantom GX Elite Fusion AG-Pro,Artificial-Grass Football Boot,Nike,Black/White/Blue Glow/Volt,234.95,234.95,GB,True,2023-03-06T08:00:00.000Z,2023-04-17T12:53:07.981Z,0.0,2023-04-17
213,Nike Air Force 1 '07,Men's Shoes,Nike Sportswear,White/Bright Mandarin/Racer Blue,114.95,114.95,GB,True,2023-03-09T08:00:00.000Z,2023-04-12T14:43:39.442Z,0.0,2023-04-17
214,Nike Air Max Flyknit Racer Next Nature,Men's Shoes,Nike Sportswear,University Red/Wolf Grey/Black/Black,144.95,86.97,GB,True,2022-11-02T08:00:00.000Z,2023-04-16T05:29:57.070Z,57.97999999999999,2023-04-17
215,Nike Pegasus Trail 4 By You,Custom Women's Trail-Running Shoes,NIKEiD,Multi-Colour/Multi-Colour,152.95,152.95,GB,True,2023-04-03T16:00:00.000Z,2023-04-06T06:51:38.256Z,0.0,2023-04-17
216,Nike Blazer Low '77 By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour,114.95,114.95,GB,True,2022-06-29T16:00:00.000Z,2023-04-14T21:55:05.325Z,0.0,2023-04-17
217,Nike Air Huarache Crater Premium,Men's Shoes,Nike Sportswear,Light Bone/Black/Volt/White,124.95,87.47,GB,True,2023-03-01T08:00:00.000Z,2023-04-12T14:32:37.707Z,37.480000000000004,2023-04-17
218,Nike Air Max 1 Premium,Men's Shoes,Nike Sportswear,Summit White/Wolf Grey/White/Plum Eclipse,152.95,152.95,GB,True,2023-03-06T09:36:00.000Z,2023-04-06T06:51:49.301Z,0.0,2023-04-17
219,Nike Dunk Low,Men's Shoes,Nike Sportswear,Photon Dust/Racer Blue/White,99.95,99.95,GB,True,2023-04-03T14:00:00.000Z,2023-04-12T17:20:56.731Z,0.0,2023-04-17
220,Nike Zoom Mercurial Vapor 15 Elite AG-Pro,Artificial-Grass Football Boots,Nike,Black/Summit White/Volt/Dark Smoke Grey,234.95,234.95,GB,True,2022-07-11T07:00:00.000Z,2023-04-13T13:48:47.074Z,0.0,2023-04-17
221,Nike ISPA Sense Flyknit,Men's Shoes,NikeLab,Adobe/Guava Ice/Bright Crimson,179.95,179.95,GB,True,2023-02-16T08:00:00.000Z,2023-04-06T05:41:35.754Z,0.0,2023-04-17
222,Nike Infinity G,Golf Shoes,Nike,White/Black,52.95,37.47,GB,True,2023-02-01T08:17:00.000Z,2023-04-17T11:36:45.513Z,15.480000000000004,2023-04-17
223,Nike Invincible 3,Men's Road Running Shoes,Nike,College Navy/Midnight Navy/Black/Metallic Silver,169.95,169.95,GB,True,2023-01-23T08:00:00.000Z,2023-04-14T07:19:55.348Z,0.0,2023-04-17
224,Nike Phantom GX Academy Dynamic Fit TF,Turf Football Shoes,Nike,Black/Dark Smoke Grey/Total Orange/Summit White,84.95,84.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:58:52.599Z,0.0,2023-04-17
225,Nike Zoom Mercurial Vapor 15 Elite SE FG,Firm-Ground Football Boot,Nike,Black/Black,249.95,174.97,GB,True,2022-11-25T08:00:00.000Z,2023-04-06T22:30:45.716Z,74.97999999999999,2023-04-17
226,Nike Pegasus Turbo,Men's Road Running Shoes,Nike,Black/Off-Noir/Sesame/Sail,144.95,144.95,GB,True,2022-08-10T10:10:00.000Z,2023-04-17T13:31:45.004Z,0.0,2023-04-17
227,Nike Air Max 97,Men's Shoes,Nike Sportswear,Cool Grey/Light Smoke Grey/Sail/Photon Dust,179.95,125.97,GB,True,2023-02-01T08:00:00.000Z,2023-04-17T17:51:28.234Z,53.97999999999999,2023-04-17
228,Nike Zoom Mercurial Superfly 9 Academy MG,Multi-Ground Football Boot,Nike,Black/Summit White/Volt/Dark Smoke Grey,84.95,84.95,GB,True,2022-11-01T08:00:00.000Z,2023-04-12T05:45:12.205Z,0.0,2023-04-17
229,Nike Air Zoom Rival Fly 3,Men's Road Racing Shoes,Nike,Scream Green/Black/Coconut Milk/Bright Crimson,99.95,99.95,GB,True,2022-12-15T08:00:00.000Z,2023-04-17T18:04:18.929Z,0.0,2023-04-17
230,Nike Gripknit Phantom GX Elite Dynamic Fit SG-Pro Anti-Clog Traction,Soft-Ground Football Boot,Nike,Baltic Blue/White/Laser Blue/Pink Blast,259.95,259.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-17T18:01:58.904Z,0.0,2023-04-17
231,Nike Air Force 1 Low Retro,Men's Shoes,Nike Sportswear,White/Gum Yellow/Metallic Gold/Royal Blue,134.95,80.97,GB,True,2022-08-01T09:06:00.000Z,2023-04-14T23:24:01.801Z,53.97999999999999,2023-04-17
232,Nike Air Force 1 '07,Men's Shoes,Nike Sportswear,Black/White/Photon Dust,114.95,114.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-17T14:10:34.482Z,0.0,2023-04-17
233,Nike Precision 6,Basketball Shoes,Nike,Black/Black/Anthracite,69.95,69.95,GB,True,2022-05-23T07:00:00.000Z,2023-04-17T12:52:58.869Z,0.0,2023-04-17
234,Nike Air Max 90 G NRG,Golf Shoes,Nike,White/Phantom/Iron Grey/Citron Tint,152.95,152.95,GB,True,2023-01-27T00:00:00.000Z,2023-04-06T06:51:37.383Z,0.0,2023-04-17
235,Nike Invincible 3 By You,Custom Men's Road Running Shoes,NIKEiD,Black/Wolf Grey,199.95,199.95,GB,True,2023-03-21T16:00:00.000Z,2023-04-06T06:44:10.066Z,0.0,2023-04-17
236,Jordan Zoom Separate,Basketball Shoes,Jordan,Laser Blue/Marina/Kumquat/Citron Tint,99.95,99.95,GB,True,2022-10-19T12:52:00.000Z,2023-04-13T13:42:11.804Z,0.0,2023-04-17
237,Nike BRSB,Skate Shoes,Nike,White/White/Black/Black,74.95,44.97,GB,True,2022-11-04T08:00:00.000Z,2023-04-15T07:52:25.527Z,29.980000000000004,2023-04-17
238,Nike Air Huarache,Men's Shoes,Nike Sportswear,Black/Anthracite/Iron Grey/Picante Red,114.95,80.47,GB,True,2023-01-05T08:00:00.000Z,2023-04-06T06:53:58.330Z,34.480000000000004,2023-04-17
239,Jumpman Two Trey,Men's Shoes,Jordan,White/Safety Orange/White/Hyper Royal,134.95,80.97,GB,True,2023-01-16T08:00:00.000Z,2023-04-15T20:55:57.648Z,53.97999999999999,2023-04-17
240,Nike Pegasus FlyEase,Men's Easy On/Off Road Running Shoes,Nike,Platinum Tint/White/Adobe/Light Crimson,109.95,76.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T14:02:30.294Z,32.980000000000004,2023-04-17
241,The Nike Premier 3 FG,Firm-Ground Football Boot,Nike,Blackened Blue/Volt/Black,99.95,99.95,GB,True,2023-04-06T07:00:00.000Z,2023-04-17T02:57:34.315Z,0.0,2023-04-17
242,Air Jordan XXXVII Low,Basketball Shoes,Jordan,White/Siren Red/Black,164.95,164.95,GB,True,2023-01-23T08:00:00.000Z,2023-04-17T17:52:03.607Z,0.0,2023-04-17
243,Nike Quest 5,Men's Road Running Shoes,Nike,Black/Smoke Grey/University Red,72.95,72.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-15T18:22:02.128Z,0.0,2023-04-17
244,Air Jordan XXXVI,Basketball Shoes,Jordan,Black/Rosa mortal/Court Purple/Laser Orange,167.95,100.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-11T15:09:07.298Z,66.97999999999999,2023-04-17
245,Nike Legend Essential 2,Men's Training Shoe,Nike,Black/Metallic Silver/White,59.95,59.95,GB,True,2023-02-01T08:17:00.000Z,2023-04-15T05:11:29.401Z,0.0,2023-04-17
246,Nike Zoom Mercurial Superfly 9 Academy TF By You,Custom Turf Football Shoes,NIKEiD,Multi-Colour/Multi-Colour,114.95,114.95,GB,True,2022-09-20T16:00:00.000Z,2023-04-06T06:43:25.467Z,0.0,2023-04-17
247,Nike Air Presto By You,Custom Men's Shoe,Nike Sportswear,Multi-Colour/Multi-Colour,144.95,144.95,GB,True,2021-10-26T16:00:00.000Z,2023-04-06T05:40:55.127Z,0.0,2023-04-17
248,Nike Quest 5,Men's Road Running Shoes,Nike,Cargo Khaki/Sequoia/White/Glacier Blue,72.95,62.47,GB,True,2022-12-19T08:00:00.000Z,2023-04-15T18:21:43.891Z,10.480000000000004,2023-04-17
249,Nike Pegasus FlyEase By You,Custom Men's Easy On/Off Road Running Shoes,NIKEiD,Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,134.95,134.95,GB,True,2022-04-21T16:00:00.000Z,2023-04-12T21:41:53.610Z,0.0,2023-04-17
250,Nike Dunk Low,Men's Shoes,Nike Sportswear,Chlorophyll/Cave Stone/Light Iron Ore,109.95,65.97,GB,True,2022-11-25T09:59:00.000Z,2023-04-13T15:22:47.917Z,43.980000000000004,2023-04-17
251,Nike Tiempo Legend 9 Pro FG,Firm-Ground Football Boot,Nike,Black/Summit White/Light Photo Blue/Dark Smoke Grey,124.95,124.95,GB,True,2022-09-01T07:00:00.000Z,2023-04-12T23:29:54.938Z,0.0,2023-04-17
252,Luka 1,Basketball Shoes,Jordan,Mint Foam/Court Purple/Dark Concord/Racer Pink,99.95,99.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-12T16:07:12.920Z,0.0,2023-04-17
253,Nike Zoom Mercurial Vapor 15 Elite SG-Pro Anti-Clog Traction,Soft-Ground Football Boot,Nike,Black/Summit White/Volt/Dark Smoke Grey,244.95,244.95,GB,True,2022-08-24T07:00:00.000Z,2023-04-13T14:02:07.155Z,0.0,2023-04-17
254,Nike Gripknit Phantom GX Elite Dynamic Fit Fusion SG Anti-clog Traction,Soft-Ground Football Boot,Nike,Black/White/Blue Glow/Volt,259.95,259.95,GB,True,2023-03-06T08:00:00.000Z,2023-04-06T06:56:10.324Z,0.0,2023-04-17
