,title,sub_title,brand,color_breif,fullPrice,currentPrice,country,availability,publish_date,created_date,discount_amount,asof_date
58,Nike Air Deldon 'Deldon Designs',Basketball Shoes,Nike,Phantom/Zinnia/Sangria,109.95,109.95,GB,True,2023-01-20T08:00:00.000Z,2023-04-06T06:06:26.992Z,0.0,2023-04-16
59,Nike Juniper Trail 2 Next Nature,Men's Trail-Running Shoes,Nike,Black/Khaki/Sand Drift/Ironstone,79.95,79.95,GB,True,2023-03-27T07:00:00.000Z,2023-04-14T22:40:21.035Z,0.0,2023-04-16
60,Nike Tanjun,Men's Shoes,Nike Sportswear,Black/Barely Volt/Black,69.95,69.95,GB,True,2022-02-28T23:00:00.000Z,2023-04-13T14:01:42.712Z,0.0,2023-04-16
61,Air Jordan Dub Zero,Men's Shoes,Jordan,White/Black/Neutral Grey/True Red,149.95,149.95,GB,True,2022-10-28T07:00:00.000Z,2023-04-13T15:22:18.636Z,0.0,2023-04-16
62,Nike Tiempo Legend 9 Club TF,Turf Football Shoes,Nike,Black/Summit White/Light Photo Blue/Black,49.95,49.95,GB,True,2022-11-01T08:00:00.000Z,2023-04-06T05:45:14.239Z,0.0,2023-04-16
63,Nike React Infinity 3,Men's Road Running Shoes,Nike,Black/Black/Black,152.95,152.95,GB,True,2022-03-31T07:00:00.000Z,2023-04-15T08:05:46.034Z,0.0,2023-04-16
64,Nike Air Max 95 Ultra,Men's Shoes,Nike Sportswear,Diffused Blue/White/Black/Obsidian,169.95,101.97,GB,True,2023-01-05T08:00:00.000Z,2023-04-06T22:31:35.435Z,67.97999999999999,2023-04-16
65,NikeCourt Air Zoom NXT,Men's Hard Court Tennis Shoes,Nike,Black/White,144.95,144.95,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T13:16:19.788Z,0.0,2023-04-16
66,Nike Court Vintage Premium,Men's Shoe,Nike Sportswear,White/Enigma Stone/Gum Light Brown/Fossil,69.95,69.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-06T05:38:53.892Z,0.0,2023-04-16
67,Nike Air Max TW,Men's Shoes,Nike Sportswear,Flat Pewter/White/Black/Obsidian,144.95,144.95,GB,True,2023-04-03T07:00:00.000Z,2023-04-07T08:24:12.265Z,0.0,2023-04-16
68,Nike Air Max 90 Unlocked By You,Custom Shoes,Nike Sportswear,Multi-Colour/Multi-Colour,169.95,169.95,GB,True,2022-10-10T16:00:00.000Z,2023-04-06T06:56:07.971Z,0.0,2023-04-16
69,Nike Terminator High OG,Men's Shoes,Nike Sportswear,Granite/Sail/Dark Obsidian,124.95,124.95,GB,True,2022-11-07T14:58:00.000Z,2023-04-06T06:51:07.820Z,0.0,2023-04-16
70,LeBron Witness 7,Basketball Shoes,Nike,Fuchsia Dream/Sail/White/Citron Tint,104.95,104.95,GB,True,2022-12-16T08:00:00.000Z,2023-04-06T06:04:48.648Z,0.0,2023-04-16
71,Nike SB Force 58,Skate Shoe,Nike,Dutch Blue/White/Black,69.95,69.95,GB,True,2023-03-31T07:00:00.000Z,2023-04-06T05:43:34.356Z,0.0,2023-04-16
72,Nike Air Force 1 Mid React,Men's Shoes,Nike Sportswear,White/Yellow Ochre/Metallic Gold/Black,134.95,134.95,GB,True,2022-10-05T07:00:00.000Z,2023-04-06T06:23:51.732Z,0.0,2023-04-16
73,Nike SB Force 58,Skate Shoes,Nike,Midnight Navy/White/Diffused Blue/Safety Orange,69.95,41.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-06T22:15:36.912Z,27.980000000000004,2023-04-16
74,NikeCourt Air Zoom Vapor Cage 4 Rafa,Men's Clay Tennis Shoes,Nike,Green Abyss/Vivid Purple/Ocean Bliss/White,144.95,144.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-07T19:54:50.090Z,0.0,2023-04-16
75,Nike x Ambush Air Adjust Force,Men's Shoes,NikeLab,University Blue/Black/Habanero Red/Black,189.95,189.95,GB,True,2022-10-07T13:10:00.000Z,2023-04-06T06:08:23.343Z,0.0,2023-04-16
76,Nike Court Vision Mid Next Nature,Men's Shoes,Nike Sportswear,Light Smoke Grey/Sail/Black,74.95,74.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-06T06:12:29.487Z,0.0,2023-04-16
77,Nike ACG Air Zoom Gaiadome GORE-TEX,Shoes,NikeLab,Trails End Brown/Black,204.95,204.95,GB,True,2023-01-17T08:00:00.000Z,2023-04-06T05:52:35.097Z,0.0,2023-04-16
78,Nike Winflo 10,Men's Road Running Shoes,Nike,White/Light Crimson/Black,99.95,99.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-12T18:20:48.570Z,0.0,2023-04-16
79,NikeCourt Air Zoom Lite 3,Men's Clay Court Tennis Shoes,Nike,Mineral Teal/Gridiron/Sail,59.95,59.95,GB,True,2023-03-24T08:00:00.000Z,2023-04-06T06:32:20.222Z,0.0,2023-04-16
80,Nike SB Ishod Premium,Men's Shoes,Nike,Black/Black/Black/University Red,99.95,99.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-15T06:24:23.031Z,0.0,2023-04-16
81,Nike Air Max 97,Men's Shoes,Nike Sportswear,Black/Phantom/Coconut Milk/White,164.95,115.47,GB,True,2022-11-07T08:00:00.000Z,2023-04-06T22:16:01.135Z,49.47999999999999,2023-04-16
82,Zion 2,Men's Basketball Shoes,Jordan,Fossil/Team Gold/University Red/Sail,114.95,114.95,GB,True,2022-09-15T07:09:00.000Z,2023-04-13T14:42:38.782Z,0.0,2023-04-16
83,Jordan Air 200E,Men's Shoes,Jordan,Hot Curry/Team Orange/Summit White/Black,119.95,83.97,GB,True,2022-08-01T16:10:00.000Z,2023-04-06T22:23:38.402Z,35.980000000000004,2023-04-16
84,Nike Metcon 8,Men's Training Shoes,Nike,Flat Pewter/Gum Medium Brown/Light Crimson/Phantom,124.95,124.95,GB,True,2022-12-19T08:00:00.000Z,2023-04-15T03:49:18.953Z,0.0,2023-04-16
85,Nike Air More Uptempo '96,Men's Shoes,Nike Sportswear,Black/University Red/White/Black,164.95,115.47,GB,True,2022-11-14T08:00:00.000Z,2023-04-11T22:28:16.681Z,49.47999999999999,2023-04-16
86,Nike Air Force 1 Mid By You,Men's Custom Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour,134.95,134.95,GB,True,2022-10-03T16:00:00.000Z,2023-04-06T06:49:21.260Z,0.0,2023-04-16
87,Jordan Series Mid,Men's Shoes,Jordan,Flax/Sail/Sail,89.95,89.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-13T12:25:04.027Z,0.0,2023-04-16
88,Nike Free Run 5.0,Men's Road Running Shoes,Nike,Black/Off-Noir/Black,109.95,109.95,GB,True,2022-05-01T10:00:00.000Z,2023-04-14T01:26:36.362Z,0.0,2023-04-16
89,Nike Venture Runner,Men's Shoe,Nike Sportswear,Black/Black/White,64.95,64.95,GB,True,2020-07-01T08:23:00.000Z,2023-04-13T15:03:29.884Z,0.0,2023-04-16
90,Nike Terminator High,Men's Shoes,Nike Sportswear,White/University Red,124.95,124.95,GB,True,2023-04-11T11:36:00.000Z,2023-04-11T11:42:57.963Z,0.0,2023-04-16
91,Nike Pegasus 39 By You,Custom Men's Road Running Shoes,NIKEiD,Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,134.95,134.95,GB,True,2022-04-21T16:00:00.000Z,2023-04-06T06:28:15.197Z,0.0,2023-04-16
92,Nike Victori One,Men's Shower Slide,Nike Sportswear,Black/Black/White,24.95,24.95,GB,True,2020-07-20T22:00:00.000Z,2023-04-15T07:46:08.694Z,0.0,2023-04-16
93,Nike SB Zoom Blazer Low Pro GT,Skate Shoes,Nike,Black/Black/Gum Light Brown/White,74.95,56.47,GB,True,2021-02-01T08:00:00.000Z,2023-04-13T11:52:52.456Z,18.480000000000004,2023-04-16
94,Nike Zoom Mercurial Vapor 15 Elite FG,Firm-Ground Football Boot,Nike,Yellow Strike/Doll/Coconut Milk/Sunset Glow,234.95,234.95,GB,True,2022-09-01T07:00:00.000Z,2023-04-06T06:00:21.165Z,0.0,2023-04-16
95,Nike Air Zoom Victory Tour 3,Men's Golf Shoes,Nike,Black/Iron Grey/Light Smoke Grey/White,204.95,204.95,GB,True,2023-03-31T07:00:00.000Z,2023-04-06T06:34:07.389Z,0.0,2023-04-16
96,Nike Streetgato,Football Shoes,Nike,Game Royal/Yellow Strike/Stadium Green,72.95,72.95,GB,True,2022-10-01T07:00:00.000Z,2023-04-06T22:12:01.237Z,0.0,2023-04-16
97,Nike Romaleos 4,Training Shoe,Nike,White/White/Black,179.95,179.95,GB,True,2022-08-01T07:00:00.000Z,2023-04-06T21:14:08.570Z,0.0,2023-04-16
98,Nike Air Max 97 OG,Men's Shoes,Nike Sportswear,Metallic Silver/Black/White/University Red,164.95,164.95,GB,True,2022-11-08T18:18:00.000Z,2023-04-06T06:04:24.891Z,0.0,2023-04-16
99,Nike Tiempo Legend 9 Elite MI SG-Pro Anti-Clog Traction,Soft-Ground Football Boot,Nike,White/Metallic Silver/Game Royal,224.95,224.95,GB,True,2022-11-02T08:00:00.000Z,2023-04-06T06:24:03.943Z,0.0,2023-04-16
100,Kyrie Flytrap 6,Basketball Shoes,Nike,Black/Iron Grey/White,84.95,50.97,GB,True,2022-09-01T07:00:00.000Z,2023-04-11T22:24:16.602Z,33.980000000000004,2023-04-16
101,Jordan Series ES,Men's Shoes,Jordan,Light Iron Ore/Sail,79.95,79.95,GB,True,2023-03-22T08:00:00.000Z,2023-04-12T16:07:04.158Z,0.0,2023-04-16
102,Nike BRSB,Skate Shoes,Nike,Navy/Navy/University Red/White,74.95,74.95,GB,True,2022-11-04T08:00:00.000Z,2023-04-06T22:12:27.594Z,0.0,2023-04-16
103,Nike Air Penny 2 x Stüssy,Men's Shoes,NikeLab,Rattan/Limestone/Black,179.95,179.95,GB,True,2023-02-09T10:44:00.000Z,2023-04-06T06:46:22.330Z,0.0,2023-04-16
104,Nike ACG Mountain Fly 2 Low,Men's Shoes,NikeLab,Neutral Olive/Action Grape/Light Orewood Brown/Gridiron,134.95,134.95,GB,True,2023-04-05T09:13:00.000Z,2023-04-13T10:08:09.278Z,0.0,2023-04-16
105,Nike Zoom Mercurial Superfly 9 Elite AG-Pro,Artificial-Grass Football Boot,Nike,White/Pink Blast/Indigo Haze/Baltic Blue,249.95,249.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T09:42:49.654Z,0.0,2023-04-16
106,Nike Blazer Mid '77 Vintage,Men's Shoes,Nike Sportswear,White/Wolf Grey/Black/Safety Orange,99.95,89.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T09:45:17.524Z,9.980000000000004,2023-04-16
107,Nike Air Zoom SuperRep 3,Men's HIIT Class Shoes,Nike,Black/Volt/Anthracite,114.95,68.97,GB,True,2022-12-19T08:00:00.000Z,2023-04-10T15:37:02.642Z,45.980000000000004,2023-04-16
108,Nike Spike-Flat,Athletics Distance Shoes,Nike,White/Black/Black,89.95,53.97,GB,True,2023-02-01T08:17:00.000Z,2023-04-06T06:10:30.391Z,35.980000000000004,2023-04-16
109,Nike Zoom Mercurial Vapor 15 Academy AG,Artificial-Grass Football Boots,Nike,White/Pink Blast/Baltic Blue,74.95,74.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T06:01:21.479Z,0.0,2023-04-16
110,Nike Renew Elevate 3,Basketball Shoes,Nike,Team Red/University Red/Wolf Grey,74.95,74.95,GB,True,2023-03-22T08:00:00.000Z,2023-04-08T16:26:23.543Z,0.0,2023-04-16
111,Nike Air Force 1 Low By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,134.95,134.95,GB,True,2022-10-03T16:00:00.000Z,2023-04-06T06:49:18.170Z,0.0,2023-04-16
112,Nike Renew Ride 3,Men's Road Running Shoes,Nike,White/Bright Crimson/Sail/Obsidian,72.95,65.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T09:45:33.741Z,6.980000000000004,2023-04-16
113,Nike Vomero 16,Men's Road Running Shoes,Nike,White/Photo Blue/Deep Royal Blue/University Red,144.95,144.95,GB,True,2023-03-27T07:00:00.000Z,2023-04-06T06:56:47.780Z,0.0,2023-04-16
114,NikeCourt Air Zoom Vapor 11,Men's Hard Court Tennis Shoes,Nike,Photon Dust/Baltic Blue/Ashen Slate/Game Royal,169.95,169.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T09:14:59.140Z,0.0,2023-04-16
115,Nike SB Dunk High Pro,Skate Shoes,Nike,Gorge Green/Black/Gum Light Brown/Gorge Green,99.95,99.95,GB,True,2022-10-20T14:13:00.000Z,2023-04-08T15:26:03.465Z,0.0,2023-04-16
116,Air Jordan 1 Zoom Comfort 2,Men's Shoes,Jordan,Ivory/Coconut Milk/Faded Green/Palomino,152.95,152.95,GB,True,2023-01-19T10:10:00.000Z,2023-04-06T06:56:06.689Z,0.0,2023-04-16
117,Nike Air Huarache,Men's Shoes,Nike Sportswear,White/Pure Platinum,114.95,114.95,GB,True,2021-07-19T07:00:00.000Z,2023-04-13T13:22:50.295Z,0.0,2023-04-16
118,Nike Zoom Mercurial Vapor 15 Academy FG/MG By You,Custom Multi-Ground Football Boot,NIKEiD,Multi-Colour/Multi-Colour,109.95,109.95,GB,True,2022-09-20T16:00:00.000Z,2023-04-06T06:44:57.752Z,0.0,2023-04-16
119,Kyrie Flytrap 5,Basketball Shoes,Nike,Black/Anthracite/Cool Grey/White,79.95,63.97,GB,True,2023-03-01T13:27:00.000Z,2023-04-14T12:38:57.935Z,15.980000000000004,2023-04-16
120,Nike Dunk High By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour,134.95,134.95,GB,True,2022-11-01T16:00:00.000Z,2023-04-10T20:06:29.695Z,0.0,2023-04-16
121,Nike Tiempo Legend 9 Elite SG-Pro AC,Soft-Ground Football Boot,Nike,Black/Summit White/Light Photo Blue/Dark Smoke Grey,224.95,224.95,GB,True,2022-07-11T07:00:00.000Z,2023-04-13T12:51:53.686Z,0.0,2023-04-16
122,Nike Phantom GX Academy TF,Turf Football Shoes,Nike,Black/Dark Smoke Grey/Total Orange/Summit White,74.95,74.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-10T13:43:47.921Z,0.0,2023-04-16
123,Nike Run Swift 2,Men's Road Running Shoes,Nike,Black/Dark Smoke Grey/White,69.95,55.97,GB,True,2020-12-31T23:00:00.000Z,2023-04-13T14:30:33.784Z,13.980000000000004,2023-04-16
124,Nike SuperRep Go 3 Next Nature Flyknit,Men's Training Shoes,Nike,Cool Grey/Flat Pewter/Light Bone/Photon Dust,99.95,59.97,GB,True,2023-02-01T08:17:00.000Z,2023-04-14T01:13:18.871Z,39.980000000000004,2023-04-16
125,Nike Cortez,Men's Shoes,Nike Sportswear,White/Light Photo Blue/Sail/Black,89.95,89.95,GB,True,2023-01-30T17:28:00.000Z,2023-04-07T13:09:17.892Z,0.0,2023-04-16
126,Nike Blazer Mid '77 By You,Custom Men's Shoes,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour,114.95,114.95,GB,True,2022-04-04T16:00:00.000Z,2023-04-14T22:47:30.643Z,0.0,2023-04-16
127,Nike Downshifter 12,Men's Road Running Shoes (Extra Wide),Nike,Bright Crimson/Light Orewood Brown/University Gold/Obsidian,64.95,64.95,GB,True,2023-04-04T07:00:00.000Z,2023-04-12T01:16:26.590Z,0.0,2023-04-16
128,Nike Legend Essential 3 Next Nature,Men's Training Shoes,Nike,Smoke Grey/Dark Smoke Grey/White,59.95,47.97,GB,True,2022-12-16T08:00:00.000Z,2023-04-13T10:58:55.764Z,11.980000000000004,2023-04-16
129,Nike Air Max Terrascape 90,Men's Shoes,Nike Sportswear,Phantom/Light Bone/Citron Pulse/Action Grape,144.95,144.95,GB,True,2023-04-13T07:00:00.000Z,2023-04-13T12:25:42.464Z,0.0,2023-04-16
130,Nike Zoom Rival,Athletics Multi-Event Spikes,Nike,Hyper Pink/Laser Orange/Black,64.95,58.47,GB,True,2023-02-01T08:17:00.000Z,2023-04-06T05:50:06.545Z,6.480000000000004,2023-04-16
131,Nike Gripknit Phantom GX Elite FG,Firm-Ground Football Boot,Nike,Barely Volt/Barely Grape/Gridiron,234.95,234.95,GB,True,2023-03-31T07:00:00.000Z,2023-04-10T12:06:17.565Z,0.0,2023-04-16
132,NikeCourt Zoom Pro,Men's Hard Court Tennis Shoes,Nike,White/Black/Fuchsia Dream/Picante Red,99.95,59.97,GB,True,2023-01-06T08:00:00.000Z,2023-04-13T12:25:08.047Z,39.980000000000004,2023-04-16
133,Nike Blazer Mid '77 Jumbo,Men's Shoes,Nike Sportswear,White/Rattan/White/Habanero Red,99.95,59.97,GB,True,2022-10-19T12:52:00.000Z,2023-04-07T15:16:09.338Z,39.980000000000004,2023-04-16
134,Nike Air Max AP,Men's Shoes,Nike Sportswear,Black/Anthracite/Team Red/Summit White,109.95,65.97,GB,True,2022-11-04T08:00:00.000Z,2023-04-06T22:29:15.217Z,43.980000000000004,2023-04-16
135,NikeCourt Air Zoom Vapor Pro 2,Men's Clay Tennis Shoes,Nike,Photon Dust/Game Royal/White,114.95,114.95,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T10:58:38.369Z,0.0,2023-04-16
136,Nike Air Pegasus '89,Men's Shoes,Nike Sportswear,Wolf Grey/Team Red/White/Wolf Grey,109.95,65.97,GB,True,2023-02-01T08:00:00.000Z,2023-04-11T14:48:04.308Z,43.980000000000004,2023-04-16
137,Nike SB Dunk Low x Run The Jewels,Men's Shoes,Nike,Deep Royal Blue/Blue Chill/Active Pink,114.95,114.95,GB,True,2023-04-11T11:36:00.000Z,2023-04-16T08:19:51.295Z,0.0,2023-04-16
138,Nike Savaleos,Weightlifting Shoe,Nike,Grey Fog/Dark Smoke Grey/Total Orange/Clear Emerald,114.95,103.47,GB,True,2022-08-01T07:00:00.000Z,2023-04-13T14:24:23.290Z,11.480000000000004,2023-04-16
139,Nike Zoom Mercurial Superfly 9 Elite FG,Firm-Ground Football Boot,Nike,Black/Summit White/Volt/Dark Smoke Grey,249.95,249.95,GB,True,2022-07-11T07:00:00.000Z,2023-04-13T13:49:04.414Z,0.0,2023-04-16
140,Nike Zegama,Men's Trail-Running Shoes,Nike,Black/White,144.95,144.95,GB,True,2022-07-28T07:00:00.000Z,2023-04-16T02:43:41.070Z,0.0,2023-04-16
141,Nike Benassi JDI,Men's Slide,Nike Sportswear,Midnight Navy/Windchill,29.95,21.47,GB,True,2017-10-01T10:00:00.000Z,2023-04-12T13:09:36.373Z,8.48,2023-04-16
142,Nike Air Flight 89,Men's Shoes,Nike Sportswear,Black/White,114.95,114.95,GB,True,2023-03-21T08:00:00.000Z,2023-04-12T14:32:35.918Z,0.0,2023-04-16
143,Air Jordan 1 Hi FlyEase,Men's Shoes,Jordan,Black/White/Fire Red,164.95,164.95,GB,True,2023-01-02T08:30:00.000Z,2023-04-06T05:37:16.773Z,0.0,2023-04-16
144,Nike Air Max Plus,Men's Shoes,Nike Sportswear,Black/Iron Grey/Cool Grey/Hyper Blue,179.95,179.95,GB,True,2023-02-27T15:00:00.000Z,2023-04-12T14:42:38.515Z,0.0,2023-04-16
145,Nike Air Max SC,Men's Shoes,Nike Sportswear,Black/Black/Black,79.95,79.95,GB,True,2021-11-29T09:21:00.000Z,2023-04-14T07:05:07.298Z,0.0,2023-04-16
146,Nike Air Max Plus 3 Premium,Men's Shoes,Nike Sportswear,Black/Fuchsia Dream/Racer Blue,179.95,179.95,GB,True,2023-02-27T08:00:00.000Z,2023-04-06T06:54:15.494Z,0.0,2023-04-16
147,Nike Waffle Debut,Men's Shoes,Nike Sportswear,Black/Orange/Clear/White,69.95,38.97,GB,True,2022-05-16T10:00:00.000Z,2023-04-12T14:32:32.066Z,30.980000000000004,2023-04-16
148,Nike Air Max TW,Men's Shoes,Nike Sportswear,Black/Anthracite/Black/Black,144.95,144.95,GB,True,2022-12-19T08:00:00.000Z,2023-04-16T10:15:59.541Z,0.0,2023-04-16
149,Nike Dunk Low Retro,Men's Shoes,Nike Sportswear,Black/White/University Red,99.95,99.95,GB,True,2022-12-06T01:00:00.000Z,2023-04-06T06:51:40.773Z,0.0,2023-04-16
150,Nike Air Monarch IV,Men's Training Shoe,Nike,Black/Black,54.95,43.97,GB,True,2021-01-01T15:14:00.000Z,2023-04-06T05:30:09.390Z,10.980000000000004,2023-04-16
151,Nike Air Max 95,Men's Shoes,Nike Sportswear,Black/Medium Ash/White,164.95,164.95,GB,True,2022-11-15T08:00:00.000Z,2023-04-13T16:12:42.947Z,0.0,2023-04-16
152,Nike Air Max 270,Men's Shoes,Nike Sportswear,Black/White/Solar Red/Anthracite,144.95,144.95,GB,True,2018-03-02T08:00:00.000Z,2023-04-13T15:56:54.916Z,0.0,2023-04-16
153,Air Jordan I High G,Men's Golf Shoes,Jordan,White/Black,144.95,144.95,GB,True,2023-01-01T08:00:00.000Z,2023-04-15T07:58:31.540Z,0.0,2023-04-16
154,Nike Air Max Plus,Men's Shoe,Nike Sportswear,Black/Black/Black,169.95,169.95,GB,True,2022-09-23T07:00:00.000Z,2023-04-13T15:43:22.927Z,0.0,2023-04-16
155,Air Jordan 1 Mid,Men's Shoes,Jordan,Cement Grey/True Blue/White,114.95,114.95,GB,True,2023-01-17T08:00:00.000Z,2023-04-16T12:43:46.950Z,0.0,2023-04-16
156,Nike Air Max 90,Men's Shoes,Nike Sportswear,Black/Chlorophyll/Black,134.95,134.95,GB,True,2022-12-26T08:00:00.000Z,2023-04-13T12:32:23.880Z,0.0,2023-04-16
157,Air Jordan 6 Retro,Shoes,Jordan,White/Midnight Navy,169.95,169.95,GB,True,2023-03-01T08:00:00.000Z,2023-04-15T07:46:28.769Z,0.0,2023-04-16
158,Nike Air Max 97,Men's Shoes,Nike Sportswear,Black/Smoke Grey/Dark Marina Blue,164.95,131.97,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T11:13:22.929Z,32.97999999999999,2023-04-16
159,Air Jordan 1 Low G,Golf Shoes,Jordan,White/Noble Green/Pollen/Black,114.95,114.95,GB,True,2023-02-03T08:00:00.000Z,2023-04-15T07:52:15.265Z,0.0,2023-04-16
160,Nike Court Vision Low Next Nature,Men's Shoes,Nike Sportswear,Black/Black/White,69.95,45.47,GB,True,2022-11-01T08:00:00.000Z,2023-04-14T07:38:17.786Z,24.480000000000004,2023-04-16
161,Nike Air VaporMax Plus,Men's Shoes,Nike Sportswear,White/Pure Platinum/White,202.95,202.95,GB,True,2022-08-01T10:30:00.000Z,2023-04-13T15:56:48.344Z,0.0,2023-04-16
162,Nike Air Force 1 '07,Men's Shoes,Nike Sportswear,White/Cool Grey/Black,114.95,114.95,GB,True,2022-12-30T08:00:00.000Z,2023-04-13T11:40:16.621Z,0.0,2023-04-16
163,Nike Air Force 1 '07,Men's Shoes,Nike Sportswear,White/Light Iron Ore/Sand Drift/Pure Platinum,114.95,114.95,GB,True,2023-03-01T08:00:00.000Z,2023-04-06T06:56:20.765Z,0.0,2023-04-16
164,Nike Waffle Trainer 2,Men's Shoes,Nike Sportswear,White/Sail/Summit White/Black,84.95,46.97,GB,True,2022-08-01T07:00:00.000Z,2023-04-06T22:22:16.484Z,37.980000000000004,2023-04-16
165,Nike Air Max 90,Men's Shoe,Nike Sportswear,White/White/Wolf Grey/White,134.95,134.95,GB,True,2021-01-01T07:06:00.000Z,2023-04-13T14:49:37.175Z,0.0,2023-04-16
166,Nike Air Max SYSTM,Men's Shoes,Nike Sportswear,Black/Anthracite/Summit White/Team Red,89.95,49.47,GB,True,2022-10-17T07:00:00.000Z,2023-04-14T23:23:24.440Z,40.480000000000004,2023-04-16
167,Nike Air Max Excee,Men's Shoe,Nike Sportswear,Black/Dark Grey/White,109.95,65.97,GB,True,2022-08-01T07:00:00.000Z,2023-04-13T18:23:30.511Z,43.980000000000004,2023-04-16
168,NikeCourt Air Zoom Pro,Men's Clay Court Tennis Shoes,Nike,Black/White,99.95,74.97,GB,True,2023-01-16T08:00:00.000Z,2023-04-13T10:58:39.649Z,24.980000000000004,2023-04-16
169,Nike Phantom GT2 Academy FlyEase MG,Easy On/Off Multi-Ground Football Boot,Nike,Baltic Blue/White/Laser Blue/Hot Punch,72.95,72.95,GB,True,2023-01-19T08:00:00.000Z,2023-04-06T05:59:33.257Z,0.0,2023-04-16
170,NikeCourt Vapor Lite,Men's Clay Court Tennis Shoe,Nike,Black/White,64.95,64.95,GB,True,2021-06-24T10:12:00.000Z,2023-04-13T13:41:50.729Z,0.0,2023-04-16
171,Nike Mercurial Superfly 8 Club IC,Indoor/Court Football Shoe,Nike,Black/Iron Grey/Black,64.95,42.47,GB,True,2022-08-01T10:27:00.000Z,2023-04-06T05:39:50.873Z,22.480000000000004,2023-04-16
172,Nike Air Force 1 '07 LV8,Men's Shoes,Nike Sportswear,White/White/Black,114.95,114.95,GB,True,2022-10-05T07:00:00.000Z,2023-04-06T06:23:54.288Z,0.0,2023-04-16
173,Nike Air Max 95 By You,Custom Men's Shoe,Nike Sportswear,Multi-Colour/Multi-Colour/Multi-Colour/Multi-Colour,179.95,179.95,GB,True,2022-06-07T16:00:00.000Z,2023-04-06T06:04:53.089Z,0.0,2023-04-16
174,Nike Victori One Next Nature,Men's Slides,Nike Sportswear,Black/Anthracite/Safety Orange,37.95,37.95,GB,True,2023-01-17T08:00:00.000Z,2023-04-06T06:08:36.377Z,0.0,2023-04-16
175,Nike Air Max 90,Men's Shoes,Nike Sportswear,Rattan/Cacao Wow/Cargo Khaki/Copa,144.95,144.95,GB,True,2022-11-28T08:00:00.000Z,2023-04-13T16:19:49.911Z,0.0,2023-04-16
176,Nike Dunk Low,Men's Shoes,Nike Sportswear,White/Cool Grey/Light Iron Ore/Black,109.95,109.95,GB,True,2022-12-20T14:26:00.000Z,2023-04-15T05:26:24.340Z,0.0,2023-04-16
177,Nike Zoom Rival,Athletics Jumping Spikes,Nike,Black/Dark Smoke Grey/Light Smoke Grey/Metallic Silver,69.95,69.95,GB,True,2023-03-21T08:36:00.000Z,2023-04-06T06:26:33.164Z,0.0,2023-04-16
178,Nike Air Zoom G.T. Cut 2,Basketball Shoes,Nike,Leche Blue/Ashen Slate/Green Glow/Green Shock,164.95,164.95,GB,True,2022-12-25T08:00:00.000Z,2023-04-06T06:00:47.682Z,0.0,2023-04-16
179,Jordan Delta 3 Low,Men's Shoes,Jordan,Pure Platinum/Black/Infrared 23,124.95,124.95,GB,True,2023-02-01T08:00:00.000Z,2023-04-13T12:11:25.671Z,0.0,2023-04-16
180,Jordan ADG 4 NRG,Men's Golf Shoes,Nike,Grey Fog/Cement Grey/Burnt Sunrise/White,199.95,199.95,GB,True,2022-11-11T08:00:00.000Z,2023-04-15T08:05:13.258Z,0.0,2023-04-16
181,Nike Tempo,Men's Road Running Shoes,Nike,Hyper Pink/Laser Orange/White/Black,189.95,189.95,GB,True,2023-02-16T08:00:00.000Z,2023-04-15T01:00:39.998Z,0.0,2023-04-16
182,Nike Air Trainer 1,Men's Shoes,Nike Sportswear,Hay/Taupe/Varsity Red/Baroque Brown,114.95,114.95,GB,True,2022-10-27T10:08:00.000Z,2023-04-15T07:45:04.616Z,0.0,2023-04-16
183,Giannis Immortality,Basketball Shoes,Nike,Arctic Orange/Light Marine/Light Madder Root/Medium Blue,74.95,54.97,GB,True,2023-02-01T08:17:00.000Z,2023-04-07T15:16:18.472Z,19.980000000000004,2023-04-16
184,Nike SuperRep Go,Men's Training Shoe,Nike,Black/Dark Smoke Grey/White,89.95,49.47,GB,True,2022-08-01T07:00:00.000Z,2023-04-06T05:36:24.071Z,40.480000000000004,2023-04-16
